시도,주소,학교명,상태,위도,경도
경기,경기도 부천시 은성로 109-26 (괴안동),창영초등학교,1,37.47490532,126.8050219
전북,전북 군산시 성산면 창오리221-4(성산로285),창오초등학교,1,35.98470949,126.8165248
경기,경기도 수원시 장안구 연무동5-2,창용초등학교,1,37.29922192,127.0313552
경기,경기도 하남시 창우동518-2,창우초등학교,1,37.54044032,127.223667
경남,경상남도 창원시 성산구 남양동36,창원남산초등학교,1,35.20634678,128.7037314
경남,경상남도 창원시 성산구 토월로 140(상남동.창원상남초등학교),창원상남초등학교,1,35.22131533,128.6892488
경남,경상남도 창원시 의창구 읍성로5-1,창원초등학교,1,35.26576735,128.6190936
경남,경상남도 창원시 의창구 소봉로 43(봉림동),창원한들초등학교,1,35.25345115,128.6685792
부산,부산광역시 사상구 사상로223번지 100(괘법동),창진초등학교,1,35.16488411,128.9831316
제주,제주특별자치도 서귀포시 안덕면 창천중앙로 12(안덕면.창천초등학교),창천초등학교,1,33.2633938,126.3692921
전남,전라남도 순천시 주암면창촌리 275,창촌초등학교,1,35.060318,127.278115
경북,경상북도 포항시 북구 창포동646,창포초등학교,1,36.06680255,129.3689832
경기,경기도 남양주시 화도읍 창현리766,창현초등학교,1,37.64565662,127.3019212
경남,경상남도 거제시 사등면 창호리761,창호초등학교,1,34.95568826,128.5207048
충남,충청남도 논산시 채운면 채운로112(야화리 2-1),채운초등학교,1,36.16998164,127.0671203
울산,울산광역시 울주군 범서읍 척과리 갈매정길16,척과초등학교,1,35.61486515,129.2759018
부산,부산광역시 강서구 성북동   175천가초등학교대항분교장,천가초등학교대항분교장,1,35.05964224,128.8322427
부산,부산광역시 강서구 성북동   812-1천가초등학교천성분교장,천가초등학교천성분교장,1,35.05584748,128.8297775
울산,울산광역시 북구 천곡동560-1번지,천곡초등학교,1,35.64007134,129.3298865
경기,경기도 여주시 대신면 참샘2길 1. 천남초등학교 (대신면),천남초등학교,1,37.34590914,127.6312888
충남,충청남도 천안시 동남구 동면 동산리553,천동초등학교,1,36.778083,127.3477636
부산,부산광역시 서구 천해로7번길 38(암남동.천마초등학교),천마초등학교,1,35.08132817,129.0182007
경북,경상북도 울릉군 북면 천부리694,천부초등학교,1,37.53680161,130.8713071
경북,경상북도 울릉군 북면 현포리549,천부초등학교현포분교장,1,37.5246465,130.8220212
경북,경상북도 구미시 인동43길 8천생초등학교,천생초등학교,1,36.09393142,128.4380128
전북,전북 익산시 춘포면 천서리85-2,천서초등학교,1,35.94583877,127.0359677
경남,경상남도 양산시 평산동350,천성초등학교,1,35.3791258,129.1447316
충남,충청남도 천안시 청당동469번지,천안가온초등학교,1,36.7852853,127.148911
충남,충청남도 천안시 동남구 청수로126(구성동388-71),천안구성초등학교,1,36.79311259,127.158508
충남,충청남도 천안시 동남구 원성동304(버들1길) 30,천안남산초등학교,1,36.80473567,127.1539824
충남,충청남도 천안시 서북구 두정역서1길 10(두정동.천안두정초등학교),천안두정초등학교,1,36.83632658,127.146992
충남,충청남도 천안시 서북구 백석동902,천안백석초등학교,1,36.82005912,127.1220878
충남,충청남도 천안시 동남구 봉명동214,천안봉명초등학교,1,36.805512,127.1350547
충남,충청남도 천안시 동남구 봉서10길12(봉명동.봉서초등학교),천안봉서초등학교,1,36.81281883,127.1312751
충남,충청남도 천안시 서북구 부대동270,천안부대초등학교,1,36.84872328,127.151855
충남,충청남도 천안시 서북구 부성1길 16(두정동.부성초등학교),천안부성초등학교,1,36.83514942,127.1366763
충남,충청남도 천안시 동남구 목천읍 삼성리삼성리 10-1번지,천안부영초등학교,1,36.75924323,127.1752416
충남,충청남도 천안시 서북구 불당동860,천안불당초등학교,1,36.80607584,127.1089545
충남,충청남도 천안시 서북구 불당23로 29(불당동),천안불무초등학교,1,36.81949886,127.1048535
충남,충청남도 천안시 동남구 충절로 340(삼룡동.천안삼거리초등학교),천안삼거리초등학교,1,36.78948337,127.1634929
충남,충청남도 천안시 서북구 불당동816,천안서당초등학교,1,36.80392312,127.1137296
충남,충청남도 천안시 서북구 성정동644,천안서초등학교,1,36.82346034,127.1397087
충남,충청남도 천안시 서북구 성성10길 77(성성동),천안성성초등학교,1,36.84072633,127.1359283
충남,충청남도 천안시 서북구 성정7길 3(성정동.성정초등학교),천안성정초등학교,1,36.81533482,127.1406578
충남,충청남도 천안시 서북구 쌍용동수곡로 19-32,천안수곡초등학교,1,36.79024592,127.1228965
충남,충청남도 천안시 서북구 성정두정로 130(두정동.신대초등학교),천안신대초등학교,1,36.83727595,127.1428773
충남,충청남도 천안시 동남구 터미널5길 30(신부동.신부초등학교),천안신부초등학교,1,36.82261622,127.1602501
충남,충청남도 천안시 동남구 신방동40,천안신용초등학교,1,36.79092803,127.1321744
충남,충청남도 천안시 동남구신촌4로9,천안신촌초등학교,1,36.78715289,127.1232949
충남,충청남도 천안시 서북구 충무로 5-44(쌍용동2067.천안쌍정초등학교),천안쌍정초등학교,1,36.78714671,127.1150671
충남,충청남도 천안시 서북구 불당27길 7천안아름초등학교 (불당동. 천안 아름초등학교),천안아름초등학교,1,36.81309239,127.102303
충남,충청남도 천안시 서북구 업성동99-1,천안업성초등학교,1,36.86116778,127.1414235
충남,충청남도 천안시 서북구 오성5길23(두정동 675 오성초등학교),천안오성초등학교,1,36.83140439,127.130289
충남,충청남도 천안시 동남구 용곡동497-15,천안용곡초등학교,1,36.78680857,127.1317864
충남,충청남도 천안시 동남구 일봉로 82-18(용곡동.천안용소초등학교),천안용소초등학교,1,36.7894173,127.1357839
충남,충청남도 천안시 서북구 월봉로 147. 천안용암초등학교 (쌍용동.천안용암초등학교),천안용암초등학교,1,36.80388984,127.1182836
충남,충청남도 천안시 서북구 월봉4로120-8,천안월봉초등학교,1,36.79691773,127.1157451
충남,충청남도 천안시 동남구 다가동380-8,천안일봉초등학교,1,36.79979485,127.1386169
충남,충청남도 천안시 동남구 오룡동179,천안중앙초등학교,1,36.80517091,127.1490302
충남,충청남도 천안시 서북구 3공단6로 85-20. 85-20 (차암동. 천안차암초등학교),천안차암초등학교,1,36.84459191,127.1059775
충남,충청남도 천안시 동남구 풍세로801-28,천안청룡초등학교,1,36.78088472,127.1396135
충남,충청남도 천안시 청수동235,천안청수초등학교,1,36.78885154,127.1506388
충남,충청남도 천안시 동남구 중앙로 169(성황동.천안초등학교),천안초등학교,1,36.81336038,127.1517403
충남,충청남도 천안시 서북구 한들2로 33. 천안한들초등학교 (백석동. 한들초등학교),천안한들초등학교,1,36.82570454,127.1176491
충남,충청남도 당진시 정미면천의리 335,천의초등학교,1,36.87767547,126.5723414
경기,경기도 수원시 장안구 천천동570번지,천일초등학교,1,37.30073782,126.978263
경남,경상남도 진주시 칠암동237-2(진주대로 954번길 24)),천전초등학교,1,35.18613256,128.0909366
전남,전라남도 화순군 도암면천태로 526,천태초등학교,1,34.94547612,126.8932793
경북,경상북도 경주시 건천읍단석로 1929,천포초등학교,1,35.84552509,129.0946814
부산,부산광역시 기장군 철마면 철마로493 (철마면),철마초등학교,1,35.27506992,129.1506911
경기,경기도 광명시 하안로 392. 철산초등학교 (철산동),철산초등학교,1,37.46942451,126.874888
경남,경상남도 고성군 고성읍 월평리953,철성초등학교,1,34.95744797,128.3420482
강원,강원도 태백시 철암동341-7번지,철암초등학교,1,37.12197104,129.0427468
강원,강원도 철원군 철원읍 화지리73-1,철원초등학교,1,38.21448044,127.2107151
강원,강원도 홍천군 두촌면 철정여내길 2,철정초등학교,1,37.80770949,127.9915786
광주,광주광역시 광산구 임방울대로727-20,첨단초등학교,1,35.2197161,126.8378666
전남,전라남도 무안군 청계면청계리 70-3,청계남초등학교,1,34.88420332,126.4375407
전남,전라남도 무안군 청계면사마길 8,청계북초등학교,1,34.95698185,126.4464114
전남,전라남도 무안군 청계면영산로 1870,청계초등학교,1,34.92542387,126.428723
경기,경기도 용인시 기흥구 영덕동20번지,청곡초등학교,1,37.26703667,127.0932452
충북,충청북도 청주시 상당구 영운동127,청남초등학교,1,36.62012818,127.4977595
강원,강원도 속초시 조양동551-1 번지,청대초등학교,1,38.19117537,128.5765664
경남,경상남도 합천군 청덕면 송기2길16,청덕초등학교,1,35.5574523,128.3153887
경북,경상북도 청도군 청도읍 중앙로81,청도중앙초등학교,1,35.64705754,128.7521408
경북,경상북도 청도군 화양읍 청화로38-10,청도초등학교,1,35.64817149,128.730698
경북,경상북도 상주시 청리면 덕산1길16-5번지,청동초등학교,0,36.34157467,128.1133171
충남,충청남도 논산시 연산면 청동리540번지,청동초등학교,1,36.21236862,127.1966117
충남,충청남도 보령시 청라면 원모루길 205(청라면.청라초교),청라초등학교,1,36.39059909,126.6724103
충남,충청남도 보령시 대해로 646(신흑동),청룡초등학교고대분교장,0,36.31960239,126.5385371
충남,충청남도 보령시 오천면 삽시도리1073번지,청룡초등학교고대분교장,1,36.38958378,126.3683813
경북,경상북도 상주시 청리면 청하리729번지,청리초등학교,1,36.33252668,128.1306604
전북,전북 완주군 구이면 덕천리196-1,청명초등학교,1,35.7512229,127.1252459
경기,경기도 화성시 동탄순환대로21길 10(청계동),청목초등학교,1,37.1956014,127.1178332
충남,충청남도 보령시 청라면 대청로759(내현리 636),청보초등학교,1,36.38916559,126.6561522
강원,강원도 속초시 조양로118번길9(조양동1540-2),청봉초등학교,1,38.18800426,128.5870121
경기,경기도 평택시 청북읍 청북새싹길 25(청북읍),청북초등학교,1,37.04322565,126.9354865
충북,충청북도 옥천군 청산면 지전리34 번지,청산초등학교,1,36.34697485,127.7933702
전남,전라남도 완도군 청산면모도리 1209,청산초등학교모도분교장,1,34.20067312,126.7534955
경기,경기도 파주시 청석로 330청석초등학교 (다율동),청석초등학교,1,37.73076839,126.7193687
충북,충청북도 옥천군 청성면 산계리234,청성초등학교,1,36.32857309,127.7595453
충북,충북 옥천군 청성면 도장리496,청성초등학교능월분교장,1,36.37356573,127.7336439
충남,충청남도 보령시 청소면 청소큰길225(충청남도 보령시 청소면 진죽리 267-1),청소초등학교,1,36.4515303,126.5921833
울산,울산광역시 남구 삼산로94번길 20(달동.청솔초등학교),청솔초등학교,1,35.53292479,129.3179466
충남,충청남도 청양군 청양읍칠갑산로 97번지(송방리 295번지),청송초등학교,1,36.44943926,126.787733
경기,경기도 김포시 김포한강11로 256(운양동. 청수초등학교),청수초등학교,1,37.65384789,126.6788081
경기,경기도 하남시 미사강변중앙로132번길 45(풍산동),청아초등학교,1,37.55833999,127.1938507
충북,충청북도 괴산군 청안면 청안읍내로3길 8. 청안초등학교 (청안면),청안초등학교,1,36.77243283,127.6393108
충남,충청남도 청양군 청양읍 칠갑산로9길 29청양초등학교,청양초등학교,1,36.45392901,126.8058235
경기,경기도 평택시 청북읍 안청로1길 76. 청옥초등학교 (청북읍),청옥초등학교,1,37.01903642,126.9119671
전북,전북 완주군 봉동읍 구미리974,청완초등학교,1,35.92784666,127.1262242
전북,전북 김제시 금구면 청운리198,청운초등학교,1,35.81004949,126.9830183
전북,전북 임실군 청웅면 구고리111,청웅초등학교,1,35.57119716,127.204167
충북,충청북도 청주시 청원구 오창읍 과학산업3로 228(오창읍),청원초등학교,1,36.70925736,127.4310122
강원,강원도 횡성군 청일면유동리 1005-1,청일초등학교,1,37.58152308,128.1459476
충북,충청북도 청주시 청원구 안덕벌로52번길 22-1. 청주내덕초등학교 (내덕동),청주내덕초등학교,1,36.65600659,127.4953777
충북,충청북도 청주시 청원구 대성로300번길 34. 청주대성초등학교 (내덕동),청주대성초등학교,1,36.65409038,127.4898138
충북,충청북도 괴산군 청천면 청천리77-1,청천초등학교,1,36.66125252,127.7374698
경북,경상북도 영천시 청통초등길43,청통초등학교,1,35.99480241,128.8237026
충남,충청남도 보령시 신흑동835,청파초등학교,1,36.3183485,126.5114624
충남,충청남도 보령시 오천면 호도길81,청파초등학교호도분교장,1,36.30239788,126.2673038
경기,경기도 가평군 청평면 청평리유명로 2285,청평초등학교,1,37.70515478,127.4477543
충북,충청북도 제천시 청풍면청풍호로 2194번지,청풍초등학교,1,36.99615251,128.1649302
전북,전북 김제시 청하면 대청리224,청하초등학교,1,35.89280441,126.8591935
부산,부산광역시 영도구 청학로 49. 청학초등학교 (청학동),청학초등학교,1,35.09315266,129.0590735
전남,전라남도 완도군 완도읍장좌리 600,청해초등학교,1,34.35879813,126.7282147
강원,강원도 속초시 청호로 60(청호동. 청호초등학교),청호초등학교,1,38.19560796,128.597843
충북,충청북도 영동군 심천면 초강리초강로 97번지,초강초등학교,1,36.21656061,127.7140121
경남,경상남도 합천군 초계면 초계중앙로33-6,초계초등학교,1,35.55990363,128.2641745
경남,경상남도 합천군 덕곡면 오광대로711,초계초등학교덕곡분교장,1,35.62903178,128.3212099
전남,전남 여수시 삼산면 초도리산2457,초도초등학교진막분교장,1,34.22947319,127.2341025
경남,경상남도 밀양시 초동면 성만리 624-2,초동중,0,35.40896899,128.69586
경남,경상남도 밀양시 초동면 초동로 321(초동면.초동초등학교),초동초등학교,1,35.41209502,128.6916983
충남,충청남도 당진시 석문면 초락도리210-3,초락초등학교,1,36.99346677,126.5103235
부산,부산시 동구 초량상로 49(초량1동),초량초등학교,1,35.1162854,129.0363739
경기,경기도 성남시 분당구 수내로90번길 26(수내동.초림초등학교),초림초등학교,1,37.37668475,127.1179442
경기,경기도 연천군 청산면 학담로 104. 초성초등학교 (청산면),초성초등학교,1,37.99793736,127.073456
경북,진주시 초전북로 62번길 9(진주시 초전동)(1634-1번지),초전초등학교,1,35.20772271,128.1144402
경기,경기도 안산시 단원구 초지로 153(초지동.초지초등학교),초지초등학교,1,37.31252023,126.8143043
전북,전북 김제시 봉남면 신응리123번지,초처초등학교,1,35.73892499,126.9548618
충남,충청남도 부여군 초촌면 초촌로55(응평리80),초촌초등학교,1,36.26280012,127.0240809
충북,충청북도 진천군 초평면 초동로 143(초평면.초평초등학교),초평초등학교,1,36.84745723,127.5383232
경남,경상남도 진주시 평거로 259(이현동.촉석초등학교),촉석초등학교,1,35.19084757,128.0622122
서울,서울특별시 서대문구 북아현로11가길7(북아현동),추계초등학교,1,37.56271737,126.9533228
강원,강원도 춘천시 북산면 추곡리562 번지,추곡초등학교,1,38.02451725,127.8823237
충남,충청남도 금산군 추부면 하마전로23 (마전리 412),추부초등학교,1,36.19092717,127.4689383
충북,충청북도 괴산군 불정면 동추산길 1 . 추산초등학교 (불정면),추산초등학교,0,36.90251931,127.8172518
제주,제주특별자치도 제주시 추자면 대서리31,추자초등학교,1,33.96390769,126.2955608
제주,제주특별자치도 제주시 추자면 추자로 553-10. 추자초등학교신양분교장 (추자면),추자초등학교신양분교장,1,33.94495333,126.3256542
충북,충청북도 영동군 추풍령면 추풍령리375-1,추풍령초등학교,1,36.21467431,127.9965828
경남,경상남도 사천시 축동면 운계길59-20(사천시축동면배춘리714),축동초등학교,1,35.10793006,128.091113
경북,경상북도 영덕군 축산면 축산항초교길2,축산항초등학교,1,36.50952726,129.4423239
경북,경상북도 영덕군 축산면 경정리234,축산항초등학교경정분교장,1,36.486086,129.4336571
경기,경기도 포천시 소흘읍무란1길 25,축석초등학교,1,37.78821791,127.1222735
강원,강원도 횡성군 청일면 춘당리759,춘당초등학교,1,37.63022672,128.1457163
경북,경상북도 의성군 춘산면 금성현서로 1487(춘산면. 춘산초등학교),춘산초등학교,1,36.2379848,128.8120782
전남,전라남도 화순군 춘양면춘양로 124,춘양초등학교,1,34.94963386,126.9596777
경북,경북 봉화군 법전면 눌산리1134-2,춘양초등학교눌산분교장,1,36.89317343,128.9531594
강원,강원도 춘천시 효자2동420번지,춘천교육대학교부설초등학교,1,37.86900971,127.7313182
강원,강원도 춘천시 동면 장학리568-1,춘천삼육초등학교,1,37.91103259,127.7535989
강원,강원도 춘천시 중앙로 3가40 번지,춘천초등학교,1,37.87496549,127.7215798
전북,전북 익산시 춘포면 용연리811번지,춘포초등학교,1,35.90212239,127.0115292
부산,부산광역시 동래구 안락로125번길 22(안락동.충렬초등학교),충렬초등학교,1,35.20004171,129.1115767
충남,충청남도 아산시 문화로271-45,충무초등학교,1,36.79042661,127.0203685
서울,서울특별시 은평구 가좌로5길 5. 충암초등학교 (응암동),충암초등학교,1,37.58496224,126.9214448
충북,충청북도 충주시 교현1동339-1번지,충주교현초등학교,1,36.97440256,127.9368099
충북,충청북도 충주시 금봉대로 792(금릉동.충주금릉초등학교),충주금릉초등학교,1,36.99423488,127.9301425
충북,충청북도 충주시 용산동2109번지(거룡2길 31),충주남산초등학교,1,36.96059035,127.9369191
충북,충청북도 충주시 문화동대림1길 28,충주대림초등학교,1,36.96858911,127.9178732
충북,충청북도 충주시 삼원로128,충주삼원초등학교,1,36.97618569,127.9245186
충북,충청북도 충주시 염밭로101,충주성남초등학교,1,36.96669249,127.9414497
충북,충청북도 충주시 주봉1길25,충주예성초등학교,1,36.97949564,127.9331077
충북,충청북도 충주시 남산로109,충주용산초등학교,1,36.96253708,127.9441427
충북,충청북도 충주시 연원5길 19. 충주중앙초등학교 (연수동),충주중앙초등학교,1,36.98410101,127.9304549
충북,충청북도 충주시 중앙탑면 원앙4길 52. 충주중앙탑초등학교 (중앙탑면),충주중앙탑초등학교,1,37.01597825,127.8311625
경기,경기도 광명시 소하동1375,충현초등학교,1,37.43306029,126.8862519
충남,충청남도 부여군 충화면 팔충로701번지,충화초등학교,1,36.18292807,126.8146408
경기,경기도 화성시 동탄순환대로 881-34(영천동),치동초등학교,1,37.2066642,127.0916929
전북,전북 김제시 백구면 유강리130번지,치문초등학교,1,35.90620843,126.936103
강원,강원도 원주시 한지공원길 77(명륜동.치악초등학교),치악초등학교,1,37.33186687,127.9392855
광주,광주광역시 서구 치평동1171-7,치평초등학교,1,35.1487078,126.8436834
경북,경북 청도군 이서면 양원리129-5,칠곡초등학교,0,35.69402852,128.6865732
경남,경상남도 의령군 칠곡면 칠곡로59,칠곡초등학교,1,35.34084243,128.1955664
전남,전라남도 강진군 칠량면영동리 1113-5,칠량초등학교,1,34.57359242,126.8000987
전북,전북 정읍시 칠보면25,칠보초등학교,1,35.58262847,126.9881019
경기,경기도 양주시 회정로 156칠봉초등학교,칠봉초등학교,1,37.83794277,127.0703615
충남,충남 부여군 임천면 칠산리219-1,칠산초등학교,0,36.15760909,126.9146959
경남,경상남도 함안군 칠서면 청계리729,칠서초등학교,1,35.33231146,128.4984828
경남,경상남도 함안군 칠북면 온천로 63. 칠서초등학교이령분교장,칠서초등학교이령분교장,1,35.36605729,128.5391854
경남,경상남도 함안군 칠서면 이룡리900,칠서초등학교이룡분교장,1,35.38739033,128.5063507
충북,충청북도 괴산군 칠성면 칠성로26,칠성초등학교,1,36.78559336,127.8624281
충북,충북 괴산군 칠성면 외사리152,칠성초등학교외사분교,1,36.76977631,127.8399217
경남,경상남도 함안군 칠원읍 성내길 32(칠원읍),칠원초등학교,1,35.30654164,128.5199958
경남,경상남도 거제시 하청면 칠천로372(연구리 445-1),칠천초등학교,1,34.98398956,128.6249536
광주,광주광역시 광산구 신가동1060,큰별초등학교,1,35.18344889,126.8221686
충북,충청북도 충주시 칠금동824,탄금초등학교,1,36.98424762,127.9181062
경기,경기도 광주시 탄벌동27-44,탄벌초등학교,1,37.41986062,127.2487666
충북,충청북도 보은군 탄부면덕동벽지길13,탄부초등학교,1,36.42530022,127.7767666
충남,충청남도 공주시 탄천면 통산로168 (삼각리 480),탄천초등학교,1,36.33129265,127.030397
충남,충청남도 당진시 채운동488-1,탑동초등학교,1,36.89721366,126.6231188
충남,충청남도 아산시 탕정면 탕정면로 54-15. 탕정미래초등학교 (탕정면),탕정미래초등학교,1,36.79779315,127.063832
충남,충청남도 아산시 탕정면 탕정면로105,탕정초등학교,1,36.80203787,127.0662559
서울,서울특별시 노원구 화랑로 815. 태강삼육초등학교(공릉동.삼육대학교),태강삼육초등학교,1,37.64473588,127.1038497
강원,강원도 태백시 태백로 1811. 태백초등학교 (장성동.태백초등학교),태백초등학교,1,37.10763691,129.0049043
충남,충청남도 공주시 태봉동407,태봉초등학교,1,36.41579378,127.0890108
강원,강원도 태백시 황지동274-724 번지,태서초등학교,1,37.1802905,128.9826026
경기,경기도 광주시 태성로 37(태전동),태성초등학교,1,37.38491927,127.2290624
충남,충청남도 태안군 태안읍 백화로 49(태안읍.태안초등학교),태안초등학교,1,36.75902687,126.2953848
경기,경기도 군포시 산본로 451-49. 태을초등학교 (산본동),태을초등학교,1,37.3717181,126.9262784
전북,전북 정읍시 태인면태성리429,태인초등학교,1,35.65454035,126.9468347
경기,경기도 수원시 영통구 태장로71번길 30. 태장초등학교 (망포동),태장초등학교,1,37.24069985,127.0546375
경기,경기도 광주시 태전동241-1번지,태전초등학교,1,37.38889547,127.2267302
부산,부산광역시 태종로 802번길38번지,태종대초등학교,1,35.06570095,129.0788362
경기,경기도 성남시 수정구 태평3동3743번지,태평초등학교,1,37.44463989,127.1313675
울산,울산광역시 중구 평동길 25(유곡동.태화초등학교),태화초등학교,1,35.55852455,129.3059853
제주,제주특별자치도 서귀포시 남원읍 태흥리970-3번지,태흥초등학교,1,33.2860603,126.7429195
경기,경기도 고양시 덕양구 행신로 90(토당동.토당초등학교),토당초등학교,1,37.61706519,126.8260542
제주,제주특별자치도 서귀포시 표선면 토산중앙로 68-9. 토산초등학교 (표선면),토산초등학교,1,33.31212662,126.7776056
부산,부산광역시 서구 토성동2가 25토성초등학교,토성초등학교,1,35.09914618,129.0214514
경남,경상남도 창원시 성산구 사파동13,토월초등학교,1,35.22713633,128.6990962
전남,전라남도 구례군 토지면섬진강대로 5038,토지초등학교,1,35.19699042,127.527225
전남,전라남도 구례군 토지면내서리 20,토지초등학교연곡분교장,1,35.24737844,127.590539
제주,제주특별자치도 서귀포시 토평동86,토평초등학교,1,33.27665656,126.5936702
부산,부산광역시 연제구 토현로48번지(연산동)토현초등학교,토현초등학교,1,35.181667,129.1121109
강원,강원도 태백시 통동69-8 번지,통리초등학교,1,37.16621217,129.0356566
경남,경상남도 통영시무전3길 57,통영초등학교,1,34.86289663,128.4244604
경기,경기도 파주시 탄현면 사슴벌레로14,통일초등학교,1,37.77473041,126.7040427
경기,경기도 김포시 통진읍 조강로 116(통진읍.통진초등학교),통진초등학교,1,37.69367801,126.5945201
경기,경기도 남양주시 퇴계원면274,퇴계원초등학교,1,37.65322395,127.1412304
충남,충청남도 태안군 소원면 파도리198,파도초등학교,0,36.73443065,126.141221
경기,경기도 파주시 문산읍배머리길 90-70,파양초등학교,1,37.86107342,126.8366371
경기,경기도 수원시 장안구 파장동574번지,파장초등학교,1,37.30889576,126.9924964
경기,경기도 파주시 아동동277번지,파주송화초등학교,1,37.77458099,126.7788394
경북,경상북도 청송군 파천면 안파로1357,파천초등학교,1,36.44491671,129.0319719
경기,경기도 파주시 파평면 파평산로478번길 37번지,파평초등학교,1,37.90344134,126.8379443
경기,경기도 남양주시 호평동713,판곡초등학교,1,37.65991166,127.2418362
경기,경기도 성남시 분당구 판교원로 231. 판교초등학교 (판교동),판교초등학교,1,37.38691501,127.0914513
충북,충청북도 보은군 삼승면삼승탄부로 78-15,판동초등학교,1,36.39811449,127.7415972
경기,경기도 안산시 상록구 팔곡이동385,팔곡초등학교,1,37.29723995,126.8829198
전남,전라남도 신안군 팔금면읍리 699,팔금초등학교,1,34.78585187,126.1443752
경기,경기도 수원시 팔달구 우만동601번지,팔달초등학교,1,37.27950589,127.0359791
전북,전북 순창군 팔덕면 용산리353-1번지,팔덕초등학교,1,35.39238097,127.0971709
경남,경상남도 창원시 마산회원구 합성동17-4,팔룡초등학교,1,35.24195073,128.5940437
전남,전라남도 순천시 해룡면장선배기길 113,팔마초등학교,1,34.95046049,127.5307476
충남,충청남도 서산시 팔봉면 한재무두리1길 233번지( 양길리 1103번지),팔봉초등학교,1,36.82765796,126.3624629
충남,충청남도 서산시 팔봉면 고파도리159번지,팔봉초등학교고파도분교장,1,36.9100124,126.3339813
경기,경기도 화성시 팔탄면 마당바위로31번길 6(팔탄면.팔탄초등학교),팔탄초등학교,1,37.15936499,126.902456
경기,경기도 화성시 팔탄면 노하리173-1,팔탄초등학교대방분교장,1,37.16170212,126.8702811
경남,경상남도 진주시 판문동290,평거초등학교,1,35.16909086,128.045131
충북,충청북도 음성군 음성읍약현길 8,평곡초등학교,1,36.92928503,127.7010252
경기,경기도 남양주시 평내동203-6,평내초등학교,1,37.64919839,127.2377039
제주,제주특별자치도 제주시 구좌읍 평대리650,평대초등학교,1,33.52926709,126.8404501
광주,광주광역시 광산구 평동로741,평동초등학교,1,35.12704507,126.7556912
울산,울산광역시 중구 평산로 25(약사동.평산초등학교),평산초등학교,1,35.56892995,129.3381553
경기,경기도 평택시 합정동368-6,평일초등학교,1,36.98995889,127.1073021
강원,강원도 평창군 평창읍 하 6리94 번지,평창초등학교,1,37.38951033,128.3810002
경북,경상북도 영천시 임고면 포은로814-40,평천초등학교,1,36.04327863,128.9864403
충남,충청남도 예산군 응봉면예당로 1211,평촌초등학교,1,36.63443891,126.7861354
경기,경기도 평택시 포승읍 여술로44번길 5. 평택도곡초등학교 (포승읍. 도곡초등학교),평택도곡초등학교,1,36.98873868,126.8480109
경기,경기도 평택시 중앙로89,평택성동초등학교,1,36.99467793,127.09337
경기,경기도 평택시 팽성읍 송화택지로25번길 14(팽성읍),평택송화초등학교,1,36.96271593,127.057205
경기,경기도 평택시 안중읍안중로 13,평택안일초등학교,1,36.98256559,126.9244047
경기,경기도 평택시 평남로 906(비전동),평택이화초등학교,1,37.00352118,127.108193
경기,경기도 평택시 세교로11,평택중앙초등학교,1,37.00213198,127.077965
경기,경기도 평택시 지산동1090번지,평택지산초등학교,1,37.07712881,127.062284
경기,경기도 평택시 청북읍 안청로4길 26(청북읍),평택청아초등학교,1,37.0231735,126.916008
경기,경기도 평택시원평2로-4,평택초등학교,1,36.98920099,127.0813351
경북,경상북도 울진군 평해읍 평해리803번지,평해초등학교,1,36.72316269,129.4383318
강원,강원도 강릉시 포남2동가작로287번길20호(1085번지),포남초등학교,1,37.77280984,128.9059634
전남,전라남도 고흥군 포두면원상대길 4,포두초등학교,1,34.57055886,127.3404912
경기,경기도 시흥시 포동신현로 202번길31,포리초등학교,1,37.4051238,126.7709665
경기,경기도 의왕시 포일세거리로 51포일동,포일초등학교,1,37.39934036,126.9857156
경기,경기도 포천시 이동면 성장로869번길 4. 포천노곡초등학교 (이동면. 노곡초교),포천노곡초등학교,1,38.00796115,127.335561
경기,경기도 포천시 신북면 청신로947번길 17(신북면.삼정초등학교),포천삼정초등학교,1,37.96405854,127.13155
경북,경상북도 포항시 북구새천년대로 606,포항남부초등학교,1,36.02778902,129.3558569
경북,경상북도 포항시 북구 용흥로292번길33번지,포항대흥초등학교,1,36.04556086,129.352153
경북,경상북도 포항시 북구 삼호로 273(두호동.포항동부초등학교),포항동부초등학교,1,36.06321282,129.3806294
경북,경상북도 포항시 북구 장량중앙로27(포항송곡초등학교),포항송곡초등학교,1,36.09203062,129.3843937
경북,경상북도 포항시 남구 송도로 80(송도동.포항송도초등학교),포항송도초등학교,1,36.03225927,129.3807752
경북,경상북도 포항시 북구 중앙로212번길 6-7. 포항영흥초등학교 (죽도동),포항영흥초등학교,1,36.03123435,129.3681124
경북,경상북도 포항시 남구 오천읍냉천로340번길 64(원리 978번지),포항원동초등학교,1,35.96522613,129.4013519
경북,경상북도 포항시 북구 장성동1536-1번지,포항장원초등학교,1,36.08138902,129.384898
경북,경상북도 포항시 북구 장성동1429-1번지,포항장흥초등학교,1,36.07851172,129.3929178
경북,경상북도 포항시 남구 지곡로25,포항제철서초등학교,1,36.00845608,129.327505
경북,경상북도 포항시 남구 지곡로 295. 포항제철지곡초등학교 (지곡동),포항제철지곡초등학교,1,36.02938633,129.3207201
경북,경상북도 포항시 북구 우창동로 73(우현동),포항중앙초등학교,1,36.05862966,129.3660218
