학교명,시도,주소,상태,조사기준일
인천선학초등학교,인천,인천광역시 연수구선학로 67,기존(원)교,20180401
인천성리초등학교,인천,인천광역시 남동구 성리로 32-2(구월동.성리초등학교),기존(원)교,20180401
인천성지초등학교,인천,인천광역시 계양구 작전동448-2,기존(원)교,20180401
인천소래초등학교,인천,인천광역시 남동구논현동장도로 2,기존(원)교,20180401
인천소양초등학교,인천,인천광역시 계양구박촌동71,기존(원)교,20180401
인천송도초등학교,인천,인천광역시 연수구 옥련동송도초등길 18번지 송도초등학교,기존(원)교,20180401
인천송림초등학교,인천,인천광역시 동구송림1동235,기존(원)교,20180401
인천송명초등학교,인천,인천광역시 연수구 송도교육로 19(송도동),신설(원)교,20180401
인천송원초등학교,인천,인천광역시 연수구 송도동162-2,신설(원)교,20180401
인천송월초등학교,인천,인천광역시 중구 전동25(인천광역시 중구 기상대길 93),기존(원)교,20180401
인천송일초등학교,인천,인천광역시 연수구 컨벤시아대로252번길 15. 인천송일초등학교 (송도동),신설(원)교,20180401
인천송천초등학교,인천,인천광역시 남동구 앵고개로815번길 45(논현동.송천초등학교),신설(원)교,20180401
인천송현초등학교,인천,인천광역시 동구 송화로 45(송현동.송현초등학교),기존(원)교,20180401
인천숭의초등학교,인천,인천광역시 남구숭의4동42,기존(원)교,20180401
인천승학초등학교,인천,인천광역시 남구 주승로 259(관교동.승학초등학교),기존(원)교,20180401
인천신광초등학교,인천,인천광역시 중구 인중로63번길(신흥동3가),기존(원)교,20180401
인천신대초등학교,인천,인천광역시 계양구 용종동228-4,기존(원)교,20180401
인천신석초등학교,인천,인천광역시 서구 석남1동208-2,기존(원)교,20180401
인천신선초등학교,인천,인천광역시 중구 축항대로291번길 33(신흥동3가. 신선초등학교),기존(원)교,20180401
인천신송초등학교,인천,인천광역시 연수구 해돋이로56번길 28. 인천신송초등학교 (송도동),기존(원)교,20180401
인천신월초등학교,인천,인천광역시 남동구 인주대로776번길 14. 인천신월초등학교 (구월동. 신월초등학교),기존(원)교,20180401
인천신정초등학교,인천,인천광역시 연수구 아트센터대로97번길 72(송도동.신정초등학교),신설(원)교,20180401
인천신촌초등학교,인천,인천광역시 부평구십정동186-346,기존(원)교,20180401
인천신현북초등학교,인천,인천광역시 서구신현동원창로 147,기존(원)교,20180401
인천신현초등학교,인천,인천광역시 서구신현동291,기존(원)교,20180401
인천신흥초등학교,인천,인천광역시 중구답동6번지(제물량로 134),기존(원)교,20180401
인천심곡초등학교,인천,인천광역시 서구심곡동291-8,기존(원)교,20180401
인천십정초등학교,인천,인천광역시 부평구 십정1동298-1,기존(원)교,20180401
인천안남초등학교,인천,인천광역시 계양구 계산3동34-2번지(안남1길 17),기존(원)교,20180401
인천안산초등학교,인천,인천광역시 계양구계산2동914,기존(원)교,20180401
인천약산초등학교,인천,인천광역시 남동구간석3동돌말2길(104-1),기존(원)교,20180401
인천양지초등학교,인천,인천광역시 서구 심곡동144-2,기존(원)교,20180401
인천양촌초등학교,인천,인천광역시 계양구 장제로 954(병방동.양촌초등학교),기존(원)교,20180401
인천연성초등학교,인천,인천광역시 연수구원인재로 116(동춘동 925-1),기존(원)교,20180401
인천연송초등학교,인천,인천광역시 연수구 해돋이로 248(송도동.인천연송초등학교),신설(원)교,20180401
인천연수초등학교,인천,인천광역시 연수구 원인재로 324. 인천연수초등학교 (연수동. 연수초등학교),기존(원)교,20180401
인천연안초등학교,인천,인천광역시 중구항동 7가27-74,기존(원)교,20180401
인천연학초등학교,인천,인천광역시 남구학익2동산29,기존(원)교,20180401
인천연화초등학교,인천,인천광역시 연수구 원인재로 150(연수동),기존(원)교,20180401
인천영선초등학교,인천,인천광역시 부평구 충선로 293(삼산동.영선초등학교),기존(원)교,20180401
인천영종초등학교,인천,인천광역시 중구중산동1347-1,기존(원)교,20180401
인천영종초등학교 금산분교,인천,인천 중구 운북동산141번지,기존(원)교,20080401
인천영종초등학교금산분교장,인천,인천광역시 중구 백운로414번길 63-50(운북동.인천영종초등학교금산분교),기존(원)교,20180401
인천예송초등학교,인천,인천광역시 연수구 컨벤시아대로252번길 75(송도동. 인천예송초등학교),신설(원)교,20180401
인천옥련초등학교,인천,인천광역시 연수구 한진로 30(옥련동.옥련초등학교),기존(원)교,20180401
인천완정초등학교,인천,인천광역시 서구 완정로 99. 완정초등학교 (마전동),신설(원)교,20180401
인천왕길초등학교,인천,인천광역시 서구 왕길동봉수대로 1440번길 20,기존(원)교,20180401
인천용마초등학교,인천,인천광역시 부평구청천2동인천광역시 부평구 청천2동 176-4,기존(원)교,20180401
인천용유초등학교,인천,인천광역시 중구남북동584-2번지,기존(원)교,20180401
