학교명,시도,주소,상태,조사기준일
나비초등학교,경기,경기도 김포시 김포한강10로134번길 70. 나비초등학교 (구래동),신설(원)교,20180401
나산초등학교,전남,전라남도 함평군 나산면삼축리 389-5,기존(원)교,20180401
나원초등학교,경북,경상북도 경주시 현곡면 안현로20번지,기존(원)교,20180401
나주북초등학교,전남,전라남도 나주시 청암길47-23(청동221),기존(원)교,20180401
나주중앙초등학교,전남,전라남도 나주시 성북동13,기존(원)교,20180401
나주초등학교,전남,전라남도 나주시 남외동128,기존(원)교,20180401
나진초등학교,전남,전라남도 여수시 화양면나진리 463,기존(원)교,20180401
나진초등학교용창분교장,전남,전라남도 여수시 화양면 용주리24,휴(원)교,20180401
나포초등학교,전북,전북 군산시 나포면 옥곤리261(교동1길27),기존(원)교,20180401
낙동동부초등학교,경북,경상북도 상주시 낙동면낙동3길 14-11(낙동리 278번지),기존(원)교,20180401
낙동초등학교,충남,충청남도 보령시 천북면 천광로 421-6(천북면) 낙동초등학교,기존(원)교,20180401
낙동초등학교용포분교장,경북,경상북도 상주시 낙동면선상서로 1587,기존(원)교,20160401
낙민초등학교,부산,부산광역시 동래구 충렬대로272번길 34(낙민동.낙민초등학교),기존(원)교,20180401
낙산초등학교,경북,경상북도 칠곡군 왜관읍 낙산리663,기존(원)교,20180401
낙생초등학교,경기,경기도 성남시 분당구 판교동551,휴(원)교,20180401
낙서초등학교,경북,경상북도 상주시 내서면 영남제일로3173,기존(원)교,20180401
낙성초등학교,전남,전라남도 보성군 벌교읍낙성리 57-2,기존(원)교,20180401
낙안초등학교,전남,전라남도 순천시 낙안면성북리 312,기존(원)교,20180401
낙안초등학교창녕분교장,전남,전라남도 순천시 낙안면 창녕리592-1,기존(원)교,20130401
낙월초등학교,전남,전라남도 영광군 낙월면상낙월리 산361,기존(원)교,20100401
난산초등학교,전북,전북 김제시 백구면 영상리343번지,기존(원)교,20180401
난정초등학교,인천,인천광역시 강화군 교동면 난정리1282,기존(원)교,20180401
남강초등학교,경남,경상남도 진주시 상대동645-9(진주시 모덕로 99길),기존(원)교,20180401
남계초등학교,경북,경상북도 구미시 고아읍 봉한리438 번지,기존(원)교,20180401
남곡초등학교,경기,경기도 용인시 처인구 남사면 아곡리7,기존(원)교,20180401
남관초등학교,전북,전북 완주군 상관면 용암리405번지,기존(원)교,20180401
남광초등학교,제주,제주특별자치도 제주시 이도이동564-1,기존(원)교,20180401
남당초등학교,충북,충청북도 제천시 청풍호로2길 4-5. 남당초등학교 (영천동),기존(원)교,20180401
남대구초등학교,대구,대구광역시 남구 중앙대로47길 55(대명동.남대구초등학교),기존(원)교,20180401
남면초등학교,충남,충청남도 태안군 남면 달산1리1174-2,기존(원)교,20180401
남면초등학교양덕분교장,경기,경기도 양주시 남면 한산리273,기존(원)교,20180401
남면초등학교인암분교장,전남,전라남도 담양군 남면 인암리238,기존(원)교,20100401
남명초등학교,부산,부산광역시 강서구 명지오션시티11로 132. 남명초등학교 (명지동),신설(원)교,20180401
남목초등학교,울산,울산광역시 동구 옥류로 33(서부동.남목초등학교),기존(원)교,20180401
남문초등학교,부산,부산광역시 연제구 법원북로 23. 남문초등학교 (거제동),기존(원)교,20180401
남부민초등학교,부산,부산광역시서구천마로153(남부민1동),기존(원)교,20180401
남부초등학교,강원,강원도 춘천시 퇴계동915 번지,기존(원)교,20180401
남부초등학교 이작분교장,인천,인천 옹진군 자월면 이작리569,기존(원)교,20080401
남사초등학교,경기,경기도 용인시 처인구 남사면 처인성로185번길 9-10(남사면.남사초등학교),기존(원)교,20180401
남산초등학교,충남,충청남도 당진시 면천면 미동길 11(자개리 622-1),기존(원)교,20180401
남산초등학교삼성분교장,경북,경북 경산시 남산면 하대리371번지,기존(원)교,20090401
남산초등학교서천분교장,강원,강원도 춘천시 남산면 서백길 152(남산면.서천초등학교),기존(원)교,20180401
남상초등학교,경남,경상남도 거창군 남상면 인평길21,기존(원)교,20180401
남선초등학교,대전,대전광역시 유성구 송정동선창마을길265(150-1),기존(원)교,20180401
남선초등학교낙동분교장,강원,강원 정선군 남면 낙동리613,기존(원)교,20090401
남선초등학교남창분교장,강원,강원도 정선군 남면 광락로 22(남면.남선초등학교남창분교),기존(원)교,20180401
남성초등학교,충북,충청북도 청주시 흥덕구 청남로1964,기존(원)교,20180401
남성현초등학교,경북,경상북도 청도군 화양읍 삼신리257,기존(원)교,20180401
남수원초등학교,경기,경기도 수원시 권선구 세류2동235번길 24,기존(원)교,20180401
남신초등학교,충북,충청북도 음성군 음성읍 읍내리757-6,기존(원)교,20180401
남신초등학교덕생분교,충북,충북 음성군 음성읍 삼생리94,기존(원)교,20090401
남신초등학교덕생분교장,충북,충청북도 음성군 음성읍 삼생리94,기존(원)교,20110401
남악초등학교,전남,전라남도 무안군 삼향읍 남악영산길6,신설(원)교,20180401
남애초등학교,강원,강원도 양양군 현남면 남애3리554 번지,기존(원)교,20180401
남양주금곡초등학교,경기,경기도 남양주시 금곡로 65-6금곡동 남양주금곡초등학교,기존(원)교,20180401
남양주다산초등학교,경기,경기도 남양주시 진건읍 다산중앙로146번길 55. 남양주다산초등학교,신설(원)교,20180401
남양주덕송초등학교,경기,경기도 남양주시 별내3로356,신설(원)교,20180401
남양주도곡초등학교,경기,경기도 남양주시 와부읍 도곡리산 46-7,기존(원)교,20180401
남양주동곡초등학교,경기,경기도 남양주시 홍유릉로248번길 56(금곡동.남양주동곡초등학교),기존(원)교,20180401
남양주미금초등학교,경기,경기도 남양주시 미금로56번길 32-13(도농동.미금초등학교),기존(원)교,20180401
남양주백봉초등학교,경기,경기도 남양주시 평내동의안로 158번지,기존(원)교,20180401
남양주샛별초등학교,경기,경기도 남양주시 송산로307번길 50(별내동),신설(원)교,20180401
남양주송라초등학교,경기,경기도 남양주시 화도읍마석로45번길 33,기존(원)교,20180401
남양주송촌초등학교,경기,경기도 남양주시 조안면 송촌리692번지,기존(원)교,20180401
남양주신촌초등학교,경기,경기도 남양주시 평내로 122. 남양주신촌초등학교 (평내동.신촌초등학교),기존(원)교,20180401
남양주양정초등학교,경기,경기도 남양주시 지금동산 103번지,기존(원)교,20180401
남양주양지초등학교,경기,경기도 남양주시 오남읍 진건오남로 808번길. 20-37,기존(원)교,20180401
남양주월문초등학교,경기,경기도 남양주시 와부읍 월문리269-1,기존(원)교,20180401
남양주월산초등학교,경기,경기도 남양주시 화도읍 경춘로2290번길 50 (화도읍),신설(원)교,20180401
남양초등학교,충남,충청남도 청양군 남양면 구용길 324(남양면.남양초등학교),기존(원)교,20180401
남양초등학교우도분교장,전남,전라남도 고흥군 남양면우도길 18,기존(원)교,20180401
남양초등학교태하분교장,경북,경상북도 울릉군 서면 태하길130,기존(원)교,20110401
남외초등학교,울산,울산광역시 중구 남외남외 3길 40,기존(원)교,20180401
남원교룡초등학교,전북,전북 남원시 향교동740-2,기존(원)교,20180401
남원노암초등학교,전북,전북 남원시 노암동270번지(여수길26),기존(원)교,20180401
남원대산초등학교,전북,전북 남원시 대산면 운교리178번지,기존(원)교,20180401
남원도통초등학교,전북,전북 남원시 도통동613,기존(원)교,20180401
남원서원초등학교,전북,전북 남원시 대산면 수덕리20번지,기존(원)교,20180401
남원왕치초등학교,전북,전북 남원시 용정동110번지,기존(원)교,20180401
남원용성초등학교,전북,전북 남원시 동충동192-4,기존(원)교,20180401
남원월락초등학교,전북,전북 남원시 월락동산6번지,기존(원)교,20180401
남원주초등학교,강원,강원도 원주시 단구동1588-2 번지,기존(원)교,20180401
남원중앙초등학교,전북,전북 남원시 도통동374,기존(원)교,20180401
남원초등학교,제주,제주특별자치도 서귀포시 남원읍 태위로647,기존(원)교,20180401
남이초등학교,충북,충청북도 청주시 서원구 남이면 대련길 61(남이면),기존(원)교,20180401
남일초등학교,충북,충청북도 청주시 상당구 남일면 단재로 630. 남일초등학교,기존(원)교,20180401
남일초등학교두산분교장,충북,충청북도 청원군 남일면 두산리106-1,기존(원)교,20100401
남정초등학교,경북,경상북도 영덕군 남정면 진불길15-6,기존(원)교,20180401
남지초등학교,경남,경상남도 창녕군 남지읍 남지리723,기존(원)교,20180401
남창초등학교,충남,충청남도 아산시 둔포면 신남북길 16(둔포면.남창초등학교),기존(원)교,20180401
남천초등학교,충북,충청북도 제천시 풍양로21안길 25(남천동.남천초등학교),기존(원)교,20180401
남촌초등학교,경기,경기도 용인시 처인구 남사면 천덕산로330,기존(원)교,20180401
남춘천초등학교,강원,강원도 춘천시 충혼길 33. 남춘천초등학교 (온의동),기존(원)교,20180401
남평초등학교,충북,충청북도 청주시 흥덕구 월평로35번지,기존(원)교,20180401
남포초등학교,충남,충청남도 보령시 남포면 읍성향교길21,기존(원)교,20180401
남하초등학교,경남,경상남도 거창군 남하면 영서로151,기존(원)교,20180401
남한강초등학교,충북,충청북도 충주시 사직산6길 20(문화동),기존(원)교,20180401
남한산초등학교,경기,경기도 광주시 중부면산성리 373번지,기존(원)교,20180401
남항초등학교,부산,부산광역시 영도구 영선동4가 247남항초등학교,기존(원)교,20180401
남해초등학교,경남,경상남도 남해군 남해읍 북변리141-3,기존(원)교,20180401
남호초등학교,강원,강원도 동해시 평원로120번지,기존(원)교,20180401
남후초등학교,경북,경상북도 안동시 남후면 무릉리347번지,기존(원)교,20180401
납읍초등학교,제주,제주특별자치도 제주시 애월읍 납읍리1504-2,기존(원)교,20180401
낭산초등학교,전북,전북 익산시 낭산면 호암리318-2,기존(원)교,20180401
낭성초등학교,충북,충청북도 청주시 상당구 낭성면 낭성시내길 5. 낭성초등학교 (낭성면),기존(원)교,20180401
내가초등학교,인천,인천광역시 강화군 내가면강화서로 264,기존(원)교,20180401
내곡초등학교,충북,충청북도 청주시 흥덕구 문암로98번지,신설(원)교,20180401
내기초등학교,경기,경기도 평택시 포승읍 내기새싹길33,기존(원)교,20180401
내기초등학교신영분교장,경기,경기도 평택시 포승읍 신영새싹길 86-29. 신영분교 (포승읍.내기초등학교신영분교장),기존(원)교,20180401
내남초등학교,경북,경상북도 경주시 내남면 부지리427번지,기존(원)교,20180401
내대초등학교,강원,강원도 철원군 갈말읍 두루미로422-21번지,기존(원)교,20180401
내동초등학교,경남,경상남도 창원시 성산구 두대로 185. 내동초등학교 (중앙동),신설(원)교,20180401
내리초등학교,부산,부산광역시 기장군 기장읍 소정안길 50(기장읍.내리초등학교),신설(원)교,20180401
내북초등학교,충북,충청북도 보은군 내북면남부로 6225-19,기존(원)교,20180401
내산초등학교,충남,충청남도 부여군 내산면 운치리442-6번지,기존(원)교,20180401
내서초등학교,경남,경상남도 창원시 마산회원구 북성로480,기존(원)교,20180401
내성초등학교,부산,부산광역시 동래구 복천동 72내성초등학교,기존(원)교,20180401
내손초등학교,경기,경기도 의왕시 내손순환로 175. 내손초등학교 (내손동. 내손초등학교),기존(원)교,20180401
내수초등학교,충북,충청북도 청주시 청원구 내수읍 마산1길 114-1(내수읍.내수초등학교),기존(원)교,20180401
내양초등학교,경기,경기도 구리시 사노동393-2,기존(원)교,20180401
내유초등학교,경기,경기도 고양시 덕양구 통일로1132 (내유동 431-7),기존(원)교,20180401
내장초등학교,전북,전북 정읍시 금붕동98-1,기존(원)교,20180401
내정초등학교,경기,경기도 성남시 분당구 수내동57번지,기존(원)교,20180401
내촌초등학교,경기,경기도 포천시 내촌면 내촌로 88. 내촌초등학교 (내촌면),기존(원)교,20180401
내촌초등학교와야분교장,강원,강원 홍천군 내촌면 와야리881,기존(원)교,20080401
내토초등학교,충북,충청북도 제천시관전로 99(신백동),기존(원)교,20180401
내포초등학교,충남,충청남도 홍성군 홍북읍 홍학로 38(홍북읍),신설(원)교,20180401
내혜홀초등학교,경기,경기도 안성시 아양동292-1,기존(원)교,20180401
내황초등학교,울산,울산광역시 중구 반구동395,기존(원)교,20180401
냉정초등학교,경기,경기도 시흥시 정왕동1872-3번지,기존(원)교,20180401
냉천초등학교,경남,경남 창녕군 성산면 정녕리28번지,기존(원)교,20180401
넙도초등학교,전남,전라남도 완도군 노화읍넙도길 294-31 (내리 488),기존(원)교,20180401
넙도초등학교서리분교장,전남,전라남도 완도군 노화읍서넙도길 68 (방서리 산92-1),기존(원)교,20180401
노동초등학교,전남,전라남도 보성군 노동면거석리 523번지,기존(원)교,20180401
노량초등학교,경남,경상남도 하동군 금남면 제먼당길60,기존(원)교,20180401
노량초등학교대도분교장,경남,경남 하동군 금남면 대도리81번지,휴(원)교,20080401
노산초등학교,경남,경상남도 사천시 동금로71(동금동 171-5),기존(원)교,20180401
노성초등학교,충남,충청남도 논산시 노성면 송당리507번길11(송당리114-4),기존(원)교,20180401
노안남초등학교,전남,전라남도 나주시 노안면학산리 503-3,기존(원)교,20180401
노안초등학교,전남,전라남도 나주시 노안면용산리 255,기존(원)교,20180401
노암초등학교,강원,강원도 강릉시노암등길 71,기존(원)교,20180401
노은초등학교,충북,충청북도 충주시 노은면연하중앙길 27,기존(원)교,20180401
노은초등학교수상분교장,충북,충청북도 충주시 노은면감노로 1055,기존(원)교,20120401
노음초등학교,경북,경상북도 울진군 근남면 노음6길22,기존(원)교,20180401
노진초등학교,경기,경기도 화성시 장안면 화곡로 166. 노진초등학교 (장안면),기존(원)교,20180401
노천초등학교,강원,강원 홍천군 동면 노천리1441,기존(원)교,20080401
노형초등학교,제주,제주특별자치도 제주시 노형로 383(노형동.노형초등학교),기존(원)교,20180401
노형초등학교해안분교장,제주,제주특별자치도 제주시 해안동1948,기존(원)교,20100401
노화동초등학교,전남,전남 완도군 노화읍 구석리925,기존(원)교,20080401
노화북초등학교,전남,전라남도 완도군 노화읍 신양리신양리 452-2,기존(원)교,20180401
노화중앙초등학교,전남,전라남도 완도군 노화읍이포리 674,기존(원)교,20180401
노화초등학교,전남,전라남도 완도군 노화읍도청리 324,기존(원)교,20180401
녹동초등학교,전남,전라남도 고흥군 도양읍천마로 83,기존(원)교,20180401
녹동초등학교소록도분교장,전남,전라남도 고흥군 도양읍 소록선창길89-66,기존(원)교,20180401
녹동초등학교시산분교장,전남,전라남도 고흥군 도양읍 시산석금길30,기존(원)교,20180401
녹명초등학교,부산,부산광역시 강서구 녹산동 228번지녹명초등학교,기존(원)교,20180401
녹산초등학교,부산,부산광역시 강서구 과학산단2로20번길 55(지사동),신설(원)교,20180401
녹수초등학교,울산,울산광역시 동구 서부동257-10,기존(원)교,20180401
녹양초등학교,경기,경기도 의정부시 체육로 265-25녹양초등학교,기존(원)교,20180401
녹전초등학교,경북,경상북도 안동시 녹전면 신평리659-3,기존(원)교,20180401
녹전초등학교원천분교장,경북,경상북도 안동시 녹전면 원매길 102-15. 녹전초등학교원천분교장 (녹전면. 녹전초등학교원천분교장),기존(원)교,20180401
논산내동초등학교,충남,충청남도 논산시 중앙로192(중앙로 180-5),기존(원)교,20180401
논산동성초등학교,충남,충청남도 논산시 취암동관촉로 515번지,기존(원)교,20180401
논산반월초등학교,충남,충청남도 논산시 해월로19번지,기존(원)교,20180401
논산부창초등학교,충남,충청남도 논산시 시민로397번길 10. 논산부창초등학교 (부창동),기존(원)교,20180401
논산중앙초등학교,충남,충청남도 논산시논산대로 269-10 (내동1072),기존(원)교,20180401
농서초등학교,울산,울산광역시 북구 달천동1-19번지,기존(원)교,20180401
농소초등학교,울산,울산광역시 북구 호계로192,기존(원)교,20180401
농암초등학교,경북,경상북도 문경시 농암면 농암길 44-14. 농암초등학교 (농암면),기존(원)교,20180401
농암초등학교청화분교장,경북,경상북도 문경시 농암면 화산리190,기존(원)교,20180401
눌차초등학교,부산,부산광역시 강서구 눌차동587번지 눌차초등학교,기존(원)교,20100401
늘봄초등학교,세종,세종특별자치시  다솜1로 183(도담동),신설(원)교,20180401
늘푸른초등학교,경기,경기도 성남시 분당구 정자일로 87. 늘푸른초등학교 (정자동. 늘푸른초등학교),기존(원)교,20180401
능곡초등학교,경기,경기도 고양시 덕양구 토당로67번길 66(토당동.능곡초등학교),기존(원)교,20180401
능교초등학교,전북,전북 정읍시 산내면 능교리507-1번지,기존(원)교,20180401
능길초등학교,경기,경기도 안산시 단원구 신길중앙로3길 8(신길동.능길초등학교),기존(원)교,20180401
능내초등학교,경기,경기도 군포시 수리산로37,기존(원)교,20180401
능동초등학교,경남,경상남도 김해시 장유면 삼문리67-5,신설(원)교,20180401
능북초등학교,경기,경기도 여주시 능서면 백석1길 8-16(능서면. 능북초등학교),기존(원)교,20180401
능산초등학교,충북,충청북도 음성군 삼성면 능산리203,기존(원)교,20180401
능서초등학교,경기,경기도 여주시 능서면 마장로 64능서초등학교,기존(원)교,20180401
능실초등학교,경기,경기도 수원시 권선구 호매실로165번길 28. 능실초등학교 (호매실동),신설(원)교,20180401
능안초등학교,경기,경기도 파주시 조리읍 능안리53-6,기존(원)교,20180401
능원초등학교,경기,경기도 용인시 처인구 모현읍 충렬로8번길 29. 능원초등학교 (모현읍),기존(원)교,20180401
능주북초등학교,전남,전남 화순군 능주면 만수리129,기존(원)교,20080401
능주초등학교,전남,전라남도 화순군 능주면학샘길 12,기존(원)교,20180401
능치초등학교,경북,경상북도 김천시 어모면 작점로817,기존(원)교,20150401
능포초등학교,경남,경상남도 거제시 능포로208 (능포동 440),기존(원)교,20180401
다대초등학교,부산,부산광역시 사하구 다대로 499. 다대초등학교 (다대동.다대초등학교),기존(원)교,20180401
다도초등학교,전남,전라남도 나주시 다도면다도로 636 (궁원리316번지),기존(원)교,20180401
다목초등학교,강원,강원도 화천군 상서면 다파로9-4,기존(원)교,20180401
다문초등학교,경북,경상북도 경산시 진량읍 다문리261번지,기존(원)교,20180401
다부초등학교,경북,경상북도 칠곡군 다부원1길52번지,기존(원)교,20180401
다빛초등학교,세종,세종특별자치시  종촌동 239-1,신설(원)교,20180401
다산초등학교,경북,경상북도 고령군 다산면 다산로 685-11. 다산초등학교 (다산면),기존(원)교,20180401
다산초등학교노곡분교장,경북,경북 고령군 다산면 노곡리710,기존(원)교,20080401
다선초등학교,부산,부산광역시 사하구 다송로57(다대동.다선초등학교),기존(원)교,20180401
다솔초등학교,경기,경기도 수원시 장안구 이목로 24-35. 다솔초등학교 (정자동),신설(원)교,20180401
다솜초등학교,경기,경기도 고양시 일산동구 풍동1232번지,기존(원)교,20180401
다송초등학교,전북,전북 익산시 함열읍 다송리477-1,기존(원)교,20180401
다시초등학교,전남,전라남도 나주시 다시면월태리 521번지,기존(원)교,20180401
다압초등학교,전남,전라남도 광양시 다압면항동3길 10(고사리1106),기존(원)교,20180401
다온초등학교,경기,경기도 오산시 부산중앙로 37(부산동),신설(원)교,20180401
다운초등학교,울산,울산광역시 중구다운8길5,기존(원)교,20180401
다인초등학교,경북,경상북도 의성군 다인면 서릉리131,기존(원)교,20180401
다전초등학교,울산,울산광역시 중구 다운로176,신설(원)교,20180401
다정초등학교,세종,세종특별자치시  다정남로 35. 다정초등학교,신설(원)교,20180401
단계초등학교,경남,경상남도 산청군 신등면 신차로514,기존(원)교,20180401
단관초등학교,강원,강원도 원주시 단관초교길 14. 단관초등학교 (관설동),기존(원)교,20180401
단구초등학교,강원,강원도 원주시 단구초교길 5단구초등학교,기존(원)교,20180401
단남초등학교,경기,경기도 성남시 중원구 금광1동210번지,기존(원)교,20180401
단대초등학교,경기,경기도 성남시 수정구 단대로30,기존(원)교,20180401
단밀초등학교,경북,경상북도 의성군 단밀면 중동단밀로 939939,기존(원)교,20180401
단북초등학교,경북,경상북도 의성군 단북면 중련길22-8,기존(원)교,20130401
단산초등학교,경남,경남 밀양시 산외면 금곡리84-3번지,기존(원)교,20080401
단성초등학교,경남,경상남도 산청군 단성면 성내리596-2,기존(원)교,20180401
단양초등학교,충북,충청북도 단양군 단양읍 도전리405,기존(원)교,20180401
단월초등학교,충북,충청북도 충주시 신대2길12,기존(원)교,20180401
단천초등학교,충북,충청북도 단양군 단성면 북상하리길53번지,기존(원)교,20180401
단천초등학교가산분교장,충북,충청북도 단양군 단성면 선암계곡로 1092(단성면.창고),기존(원)교,20180401
단촌초등학교,경북,경상북도 의성군 단촌면 신기길 42(단촌면.단촌초등학교),기존(원)교,20180401
단포초등학교,경북,경상북도 영천시 고경면 호국로343,기존(원)교,20180401
달북초등학교,부산,부산광역시 동래구 온천동1602,기존(원)교,20180401
달산초등학교,부산,부산광역시 기장군 정관읍 정관로 674. 달산초등학교 (정관읍),신설(원)교,20180401
달안초등학교,경기,경기도 안양시 동안구 동안로178번지,기존(원)교,20180401
달전초등학교,경북,경상북도 포항시 북구 흥해읍 이인리298,기존(원)교,20180401
달천초등학교,충북,충청북도 충주시 중원대로 3846. 달천초등학교 (용두동),기존(원)교,20180401
달천초등학교매현분교장,충북,충청북도 충주시 이류면 매현리480,기존(원)교,20180401
담방초등학교,인천,인천 남동구 만수6동1046번지,기존(원)교,20090401
담양남초등학교,전남,전라남도 담양군 담양읍지침리 92,기존(원)교,20180401
담양동초등학교,전남,전라남도 담양군 담양읍객사리 271,기존(원)교,20180401
담주초등학교,전남,전라남도 담양군 담양읍강쟁리 118,기존(원)교,20180401
답내초등학교,경기,경기도 남양주시 화도읍44-7,기존(원)교,20180401
당감초등학교,부산,부산광역시 부산진구 당감로 22-5(당감동.당감초등학교),기존(원)교,20180401
당동초등학교,경기,경기도 군포시 용호1로 34. 당동초등학교 (당동),기존(원)교,20180401
당리초등학교,부산,부산광역시 사하구 당리동511번지,기존(원)교,20180401
당림초등학교,강원,강원도 춘천시 서면 당숲안길81,기존(원)교,20180401
당북초등학교,전북,전북 군산시 옥산면 당북리874-1(백석로42),기존(원)교,20180401
당산초등학교,충남,충청남도 당진시 송산면 당산리215-1번지,기존(원)교,20180401
당수초등학교,경기,경기도 수원시 권선구 당진로6,기존(원)교,20180401
당정초등학교,경기,경기도 군포시 당정동972-1,기존(원)교,20180401
당진초등학교,충남,충청남도 당진시 읍내동211,기존(원)교,20180401
당촌초등학교,경기,경기도 성남시 분당구 분당로196,기존(원)교,20180401
당평초등학교,부산,부산광역시 진구 백양대로136번길 26당평초등학교,기존(원)교,20180401
당포초등학교,경북,경상북도 문경시 문경읍 여우목로580(문경읍 당포리 652),기존(원)교,20180401
대가초등학교,충북,충청북도 단양군 적성면 적성로453,기존(원)교,20180401
대감초등학교,경남,경상남도 김해시 대동면 대동로993,기존(원)교,20180401
대강초등학교,충북,충청북도 단양군 대강면 장림리91,기존(원)교,20180401
대강초등학교장정분교장,충북,충청북도 단양군 대강면 장정리30,휴(원)교,20170401
대곡초등학교,경남,경상남도 진주시 대곡면 진의로970번길,기존(원)교,20180401
대곶초등학교,경기,경기도 김포시 대곶면 율생중앙로36번길 19(대곶면.대곶초등학교),기존(원)교,20180401
대관령초등학교,강원,강원도 평창군 대관령면 도암새싹길 11. 대관령초등학교 (대관령면),기존(원)교,20180401
대관초등학교,충남,충청남도 보령시 대천동 402-3대관초등학교,기존(원)교,20180401
대광초등학교,서울,서울특별시 성북구 안암로 5(보문동7가.대광초등학교),기존(원)교,20180401
대교초등학교,부산,부산광역시 영도구 봉래동4가18,기존(원)교,20180401
대구가창초등학교,대구,대구광역시 달성군 가창면 가창로 640(달성군 가창면 대일리 365번지),기존(원)교,20180401
대구감삼초등학교,대구,대구광역시 달서구 당산로123(감삼동 196-1번지),기존(원)교,20180401
대구감천초등학교,대구,대구광역시 달서구 월성동269,기존(원)교,20180401
대구강동초등학교,대구,대구광역시 동구동호로 7길 17,기존(원)교,20180401
대구강림초등학교,대구,대구광역시 달성군 옥포면 돌미로 15(옥포면),신설(원)교,20180401
대구강북초등학교,대구,대구광역시 북구 구암서로 50(구암동.강북초등학교),기존(원)교,20180401
대구경동초등학교,대구,대구광역시 수성구 청호로76길 12(범어동.경동초등학교),기존(원)교,20180401
대구경운초등학교,대구,대구광역시 서구 평리로54길 16(내당동.경운초등학교),기존(원)교,20180401
대구경진초등학교,대구,대구광역시 북구 복현1동447 (복현 시장길),기존(원)교,20180401
대구고산초등학교,대구,대구광역시 수성구 시지동달구벌대로 161-1번지,기존(원)교,20180401
대구공산초등학교,대구,대구광역시 동구 팔공로197길 35(백안동.대구공산초등학교),기존(원)교,20180401
대구관남초등학교,대구,대구광역시 북구 칠곡중앙대로91길 10(관음동1386-2번지),기존(원)교,20180401
대구관문초등학교,대구,대구광역시 북구 매천동743,신설(원)교,20180401
대구관음초등학교,대구,대구광역시 북구 관음동로17길 16(관음동.관음초등학교),기존(원)교,20180401
대구관천초등학교,대구,대구광역시 북구 태전동999-2,기존(원)교,20180401
대구교동초등학교,대구,대구광역시 북구 읍내동1305번지,기존(원)교,20180401
대구교육대학교대구부설초등학교,대구,대구광역시 달서구 도원동1441-1,기존(원)교,20180401
대구교육대학교안동부설초등학교,경북,경상북도 안동시 단원로222,기존(원)교,20180401
대구구암초등학교,대구,대구광역시 북구 학정로 245(구암동.대구구암초등학교),기존(원)교,20180401
대구구지초등학교,대구,대구광역시 달성군 구지면 창리로11길 45-11(달성군 구지면 창3리 385번지),기존(원)교,20180401
대구금계초등학교,대구,대구광역시 달성군 옥포면 금계길 55(옥포면.대구금계초등학교),기존(원)교,20180401
대구금포초등학교,대구,대구광역시 달성군 논공읍 금포초등길 28. 대구금포초등학교 (논공읍),기존(원)교,20180401
대구남덕초등학교,대구,대구광역시 남구 앞산순환로93길 33(대명동.남덕초등학교),기존(원)교,20180401
대구남도초등학교,대구,대구광역시 남구 현충동길 74(대명동.남도초등학교),기존(원)교,20180401
대구남동초등학교,대구,대구광역시 달성군 논공읍 북1리1-23,기존(원)교,20180401
대구남명초등학교,대구,대구광역시 남구 큰골4길 41(대명동),기존(원)교,20180401
대구남부초등학교,대구,대구광역시 달서구 야외음악당로15길 46. 대구남부초등학교 (성당동. 대구남부초등학교),기존(원)교,20180401
대구남산초등학교,대구,대구광역시 중구 남산로 70. 남산초등학교 (남산동),기존(원)교,20180401
대구남송초등학교,대구,대구광역시 달서구 송현로 192(본동275-1번지),기존(원)교,20180401
대구내당초등학교,대구,대구광역시 달서구 명덕로 22-9(두류동.대구내당초등학교),기존(원)교,20180401
대구내서초등학교,대구,대구광역시 서구 달구벌대로371길 35(내당동.내서초등학교),기존(원)교,20180401
대구노변초등학교,대구,대구광역시 수성구 시지동497,기존(원)교,20180401
대구노전초등학교,대구,대구광역시 달서구 한실로 43(도원동.노전초등학교),기존(원)교,20180401
대구논공초등학교,대구,대구광역시 달성군 논공읍 논공로7길 41(논공읍.대구논공초등학교),기존(원)교,20180401
대구다사초등학교,대구,대구광역시 달성군 다사읍 매곡리457,기존(원)교,20180401
대구달산초등학교,대구,대구광역시 북구 침산동402,기존(원)교,20180401
대구달서초등학교,대구,대구광역시 서구 중리동65-2,기존(원)교,20180401
대구달성초등학교,대구,대구광역시 서구 원대동1가12,기존(원)교,20180401
대구대곡초등학교,대구,대구광역시 달서구 도원동1458번지(도원남로 60),기존(원)교,20180401
대구대남초등학교,대구,대구광역시 달서구 월배로68길 91(송현동.대남초등학교),기존(원)교,20180401
대구대덕초등학교,대구,대구광역시 남구 대명서로 28(대명동.대덕초등학교),기존(원)교,20180401
대구대동초등학교,대구,대구광역시 북구 산격3동1285번지 대구대동초등학교,기존(원)교,20160401
대구대명초등학교,대구,대구광역시 남구 대명로 100대구대명초등학교,기존(원)교,20180401
대구대봉초등학교,대구,대구광역시 남구 대봉로26길 33(이천동.대봉초등학교),기존(원)교,20180401
대구대산초등학교,대구,대구광역시 북구 신천동로 900. 대구대산초등학교 (산격동),기존(원)교,20180401
대구대서초등학교,대구,대구광역시 달서구 송현로 9(상인동.대서초등학교),기존(원)교,20180401
대구대성초등학교,대구,대구광역시 서구 비산4동 169-1대성초등학교,기존(원)교,20180401
대구대실초등학교,대구,대구광역시 달성군 다사읍 대실역남로1길 31(다사읍),신설(원)교,20180401
대구대진초등학교,대구,대구광역시 달서구 상화로 70. 대구대진초등학교 (대곡동),기존(원)교,20180401
